Date,Open,High,Low,Close,Volume,Open Interest
2011-03-08,1291.75,1308.0,1291.75,1300.5,2.0,2.0
2011-03-09,1296.0,1296.0,1296.0,1296.0,0.0,2.0
2011-03-10,1274.75,1274.75,1274.75,1274.75,0.0,2.0
2011-03-11,1286.5,1286.5,1286.5,1286.5,0.0,2.0
2011-03-14,1275.0,1275.0,1275.0,1275.0,0.0,2.0
2011-03-15,1249.5,1260.0,1235.5,1260.0,3.0,3.0
2011-03-16,1238.5,1238.5,1238.5,1238.5,0.0,3.0
2011-03-17,1253.5,1253.5,1253.5,1253.5,0.0,3.0
2011-03-18,1259.0,1259.0,1259.0,1259.0,0.0,3.0
2011-03-21,1277.75,1277.75,1277.75,1277.75,0.0,3.0
2011-03-22,1273.0,1273.0,1273.0,1273.0,0.0,3.0
2011-03-23,1277.0,1277.0,1277.0,1277.0,0.0,3.0
2011-03-24,1290.0,1290.0,1290.0,1290.0,0.0,3.0
2011-03-25,1305.75,1305.75,1287.25,1295.0,2.0,3.0
2011-03-28,1287.25,1287.25,1287.25,1287.25,0.0,3.0
2011-03-29,1301.5,1301.5,1301.5,1301.5,0.0,3.0
2011-03-30,1308.5,1309.0,1308.5,1309.0,1.0,3.0
2011-03-31,1306.0,1306.0,1306.0,1306.0,0.0,3.0
2011-04-01,1309.75,1318.25,1309.75,1313.0,4.0,3.0
2011-04-04,1314.25,1314.25,1314.25,1314.25,0.0,3.0
2011-04-05,1311.75,1311.75,1311.75,1311.75,0.0,3.0
2011-04-06,1314.0,1314.0,1314.0,1314.0,0.0,3.0
2011-04-07,1313.5,1313.5,1313.5,1313.5,0.0,3.0
2011-04-08,1313.25,1313.25,1300.75,1308.75,2.0,3.0
2011-04-11,1304.5,1304.5,1304.5,1304.5,0.0,3.0
2011-04-12,1304.0,1304.0,1288.0,1293.0,2.0,3.0
2011-04-13,1293.5,1293.5,1293.5,1293.5,0.0,3.0
2011-04-14,1295.0,1295.0,1295.0,1295.0,0.0,3.0
2011-04-15,1303.5,1303.5,1303.5,1303.5,0.0,3.0
2011-04-18,1292.75,1292.75,1281.25,1285.75,4.0,5.0
2011-04-19,1293.25,1293.25,1293.25,1293.25,0.0,5.0
2011-04-20,1300.0,1313.0,1300.0,1313.0,3.0,3.0
2011-04-21,1315.75,1315.75,1315.75,1315.75,0.0,3.0
2011-04-25,1315.5,1315.5,1315.5,1315.5,0.0,3.0
2011-04-26,1328.75,1328.75,1311.0,1325.5,3.0,3.0
2011-04-27,1335.5,1335.5,1335.5,1335.5,0.0,3.0
2011-04-28,1339.5,1339.5,1339.5,1339.5,0.0,3.0
2011-04-29,1344.5,1344.5,1344.5,1344.5,0.0,3.0
2011-05-02,1344.5,1347.0,1342.5,1342.5,1.0,3.0
2011-05-03,1336.75,1336.75,1336.75,1336.75,0.0,3.0
2011-05-04,1327.75,1327.75,1327.75,1327.75,0.0,3.0
2011-05-05,1306.0,1319.5,1306.0,1319.5,1.0,4.0
2011-05-06,1331.25,1331.25,1318.75,1318.75,4.0,5.0
2011-05-09,1315.25,1326.75,1315.25,1326.75,4.0,4.0
2011-05-10,1338.0,1338.0,1338.0,1338.0,0.0,4.0
2011-05-11,1331.25,1331.25,1313.5,1323.0,4.0,4.0
2011-05-12,1331.5,1331.5,1331.5,1331.5,0.0,4.0
2011-05-13,1318.0,1318.0,1318.0,1318.0,0.0,4.0
2011-05-16,1309.75,1309.75,1309.75,1309.75,0.0,4.0
2011-05-17,1309.5,1309.5,1309.5,1309.5,0.0,4.0
2011-05-18,1322.75,1322.75,1322.75,1322.75,0.0,4.0
2011-05-19,1325.75,1325.75,1325.75,1325.75,0.0,4.0
2011-05-20,1326.5,1326.5,1308.0,1311.75,16.0,4.0
2011-05-23,1300.0,1300.0,1299.25,1299.25,1.0,4.0
2011-05-24,1297.75,1297.75,1297.75,1297.75,0.0,4.0
2011-05-25,1300.75,1300.75,1300.75,1300.75,0.0,4.0
2011-05-26,1310.5,1310.5,1310.5,1310.5,0.0,4.0
2011-05-27,1314.0,1314.0,1314.0,1314.0,0.0,4.0
2011-05-31,1328.0,1328.0,1328.0,1328.0,0.0,4.0
2011-06-01,1296.0,1296.0,1296.0,1296.0,0.0,4.0
2011-06-02,1290.5,1297.0,1289.5,1296.5,4.0,6.0
2011-06-03,1280.25,1280.25,1280.25,1280.25,0.0,8.0
2011-06-06,1269.0,1269.0,1269.0,1269.0,0.0,8.0
2011-06-07,1269.0,1269.0,1269.0,1269.0,0.0,8.0
2011-06-08,1261.0,1261.0,1261.0,1261.0,0.0,8.0
2011-06-09,1271.0,1271.0,1271.0,1271.0,0.0,8.0
2011-06-10,1252.75,1252.75,1252.75,1252.75,0.0,8.0
2011-06-13,1255.0,1255.0,1255.0,1255.0,0.0,8.0
2011-06-14,1273.5,1273.5,1273.5,1273.5,0.0,8.0
2011-06-15,1262.0,1263.75,1245.75,1249.0,15.0,23.0
2011-06-16,1251.0,1257.25,1242.25,1252.75,40.0,23.0
2011-06-17,1255.0,1255.0,1255.0,1255.0,0.0,23.0
2011-06-20,1262.25,1263.5,1245.75,1263.0,1.0,24.0
2011-06-21,1262.0,1281.0,1261.5,1277.0,1.0,23.0
2011-06-22,1275.25,1282.0,1269.0,1269.0,2.0,23.0
2011-06-23,1266.25,1266.25,1266.25,1266.25,0.0,23.0
2011-06-24,1253.0,1253.0,1253.0,1253.0,0.0,23.0
2011-06-27,1265.5,1265.5,1265.5,1265.5,0.0,23.0
2011-06-28,1283.75,1283.75,1283.75,1283.75,0.0,23.0
2011-06-29,1293.5,1293.5,1293.5,1293.5,0.0,23.0
2011-06-30,1305.25,1305.75,1292.0,1304.5,1.0,24.0
2011-07-01,1311.5,1324.75,1302.0,1324.0,3.0,23.0
2011-07-05,1325.75,1325.75,1325.75,1325.75,0.0,23.0
2011-07-06,1325.0,1325.0,1325.0,1325.0,75.0,98.0
2011-07-07,1331.25,1341.0,1327.0,1340.75,99.0,160.0
2011-07-08,1331.0,1331.0,1331.0,1331.0,0.0,160.0
2011-07-11,1323.75,1324.5,1301.75,1307.75,12.0,160.0
2011-07-12,1299.0,1311.25,1285.25,1299.75,4.0,160.0
2011-07-13,1299.75,1315.75,1297.25,1301.25,4.0,160.0
2011-07-14,1295.75,1295.75,1295.75,1295.75,0.0,160.0
2011-07-15,1304.0,1304.0,1304.0,1304.0,100.0,180.0
2011-07-18,1297.0,1297.0,1281.0,1289.5,3.0,181.0
2011-07-19,1301.25,1312.75,1290.25,1310.25,5.0,180.0
2011-07-20,1311.75,1318.0,1309.25,1310.25,15.0,180.0
2011-07-21,1319.75,1331.75,1305.0,1331.5,5.0,180.0
2011-07-22,1326.5,1335.75,1322.75,1330.0,1.0,180.0
2011-07-25,1327.0,1328.25,1312.25,1322.5,4.0,180.0
2011-07-26,1321.0,1328.0,1315.0,1315.0,2.0,182.0
2011-07-27,1307.0,1316.5,1287.5,1287.75,2.0,184.0
2011-07-28,1285.75,1285.75,1285.75,1285.75,2.0,184.0
2011-07-29,1280.0,1288.5,1270.25,1277.25,20.0,186.0
2011-08-01,1263.5,1297.75,1260.0,1268.5,6.0,180.0
2011-08-02,1259.75,1271.75,1236.25,1236.25,19.0,190.0
2011-08-03,1235.5,1246.25,1219.75,1243.5,77.0,208.0
2011-08-04,1225.0,1252.5,1183.0,1187.5,90.0,256.0
2011-08-05,1186.5,1204.5,1153.75,1186.5,166.0,270.0
2011-08-08,1176.75,1177.75,1098.5,1100.0,108.0,300.0
2011-08-09,1105.0,1162.5,1067.0,1160.25,280.0,306.0
2011-08-10,1167.25,1167.25,1103.75,1112.0,15.0,302.0
2011-08-11,1107.75,1169.5,1093.5,1157.25,50.0,317.0
2011-08-12,1169.5,1174.25,1137.0,1165.5,6.0,317.0
2011-08-15,1168.5,1188.25,1168.0,1187.0,8.0,319.0
2011-08-16,1181.0,1183.0,1172.0,1181.0,22.0,324.0
2011-08-17,1188.75,1194.0,1171.25,1178.5,13.0,324.0
2011-08-18,1156.0,1156.0,1117.25,1132.0,569.0,786.0
2011-08-19,1119.0,1140.0,1106.5,1112.5,193.0,784.0
2011-08-22,1102.25,1134.5,1102.0,1112.0,55.0,787.0
2011-08-23,1133.75,1149.0,1108.0,1147.5,801.0,610.0
2011-08-24,1146.75,1165.0,1135.25,1160.75,56.0,597.0
2011-08-25,1175.0,1176.5,1143.0,1146.25,32.0,591.0
2011-08-26,1145.5,1167.75,1123.5,1164.75,242.0,473.0
2011-08-29,1175.25,1197.0,1162.5,1196.75,40.0,477.0
2011-08-30,1197.5,1206.75,1183.5,1193.5,12.0,477.0
2011-08-31,1192.5,1217.75,1191.0,1206.5,56.0,476.0
2011-09-01,1207.0,1216.25,1190.0,1190.0,16.0,476.0
2011-09-02,1182.75,1191.5,1158.0,1158.0,69.0,503.0
2011-09-06,1155.25,1155.25,1125.25,1153.25,51.0,527.0
2011-09-07,1159.0,1188.0,1157.5,1188.0,131.0,603.0
2011-09-08,1189.25,1192.25,1171.5,1174.5,60.0,625.0
2011-09-09,1168.0,1182.5,1136.75,1147.0,67.0,627.0
2011-09-12,1137.0,1152.25,1119.0,1152.0,304.0,884.0
2011-09-13,1152.75,1164.0,1134.75,1159.5,101.0,903.0
2011-09-14,1155.75,1190.0,1143.25,1176.5,803.0,1020.0
2011-09-15,1175.5,1199.25,1171.0,1198.5,375.0,1022.0
2011-09-16,1198.0,1207.25,1189.75,1206.0,482.0,1227.0
2011-09-19,1193.0,1197.25,1176.0,1192.0,925.0,1498.0
2011-09-20,1192.0,1208.25,1179.75,1190.0,945.0,1484.0
2011-09-21,1193.0,1197.25,1149.5,1149.75,1082.0,2073.0
2011-09-22,1149.25,1152.75,1100.75,1117.25,1266.0,2008.0
2011-09-23,1121.0,1131.5,1096.25,1123.25,1399.0,1985.0
2011-09-26,1119.25,1152.25,1108.5,1152.0,2312.0,2509.0
2011-09-27,1150.75,1183.5,1148.75,1163.0,1307.0,2510.0
2011-09-28,1162.25,1174.75,1137.5,1142.25,1502.0,2548.0
2011-09-29,1141.0,1164.0,1127.5,1150.0,1243.0,2644.0
2011-09-30,1150.5,1152.75,1115.25,1119.5,1506.0,2761.0
2011-10-03,1115.25,1126.75,1079.25,1079.75,1625.0,2680.0
2011-10-04,1080.25,1113.0,1062.0,1107.25,3685.0,3838.0
2011-10-05,1109.0,1135.0,1100.5,1128.5,2767.0,3816.0
2011-10-06,1128.25,1154.0,1123.0,1151.25,1349.0,3816.0
2011-10-07,1150.75,1166.75,1138.75,1148.75,2020.0,3958.0
2011-10-10,1150.5,1186.0,1150.5,1184.75,1099.0,4055.0
2011-10-11,1183.75,1188.25,1175.0,1183.5,1021.0,4268.0
2011-10-12,1181.25,1209.5,1175.0,1192.25,1622.0,4502.0
2011-10-13,1193.25,1197.75,1179.5,1191.75,3165.0,5784.0
2011-10-14,1190.75,1215.0,1187.25,1213.0,1418.0,5783.0
2011-10-17,1213.75,1224.5,1187.75,1187.75,4736.0,8170.0
2011-10-18,1195.5,1223.25,1179.75,1217.0,3504.0,9297.0
2011-10-19,1216.0,1221.0,1195.75,1200.5,1369.0,9452.0
2011-10-20,1200.25,1209.75,1186.5,1204.0,1425.0,9916.0
2011-10-21,1202.5,1229.75,1202.5,1229.0,994.0,10005.0
2011-10-24,1221.0,1246.5,1221.0,1241.0,1243.0,10266.0
2011-10-25,1239.5,1248.0,1216.25,1218.5,2596.0,9956.0
2011-10-26,1219.0,1236.0,1210.75,1231.5,2197.0,10489.0
2011-10-27,1235.5,1283.0,1232.25,1276.5,3814.0,11060.0
2011-10-28,1276.5,1277.75,1267.25,1275.0,2994.0,12334.0
2011-10-31,1273.5,1273.5,1239.75,1243.25,1112.0,12600.0
2011-11-01,1239.0,1241.5,1202.5,1218.5,2662.0,12769.0
2011-11-02,1217.0,1232.5,1210.75,1228.25,2285.0,13245.0
2011-11-03,1228.5,1253.5,1208.0,1249.75,4161.0,14820.0
2011-11-04,1250.5,1252.25,1228.75,1245.0,2226.0,15846.0
2011-11-07,1246.25,1252.5,1226.75,1251.5,945.0,15979.0
2011-11-08,1251.0,1269.0,1243.0,1267.25,5574.0,20338.0
2011-11-09,1267.0,1267.5,1217.0,1219.5,3405.0,21720.0
2011-11-10,1220.0,1239.0,1212.5,1231.5,7123.0,26206.0
2011-11-11,1233.0,1258.5,1228.0,1255.5,3545.0,27589.0
2011-11-14,1257.25,1264.75,1237.75,1246.5,9279.0,34968.0
2011-11-15,1245.5,1256.0,1228.5,1248.0,2567.0,36247.0
2011-11-16,1248.5,1252.5,1224.75,1225.0,2887.0,36921.0
2011-11-17,1225.75,1235.5,1201.0,1209.0,17084.0,45514.0
2011-11-18,1209.75,1224.0,1203.0,1208.0,8664.0,46898.0
2011-11-21,1203.5,1203.5,1175.0,1185.0,6387.0,49112.0
2011-11-22,1184.0,1192.75,1173.5,1177.0,7775.0,51847.0
2011-11-23,1177.0,1180.0,1152.5,1154.0,6810.0,53537.0
2011-11-25,1153.5,1167.75,1141.75,1147.5,8165.0,56189.0
2011-11-28,1165.5,1190.0,1164.0,1185.25,8510.0,59737.0
2011-11-29,1184.5,1200.0,1180.75,1190.5,14701.0,62280.0
2011-11-30,1188.0,1240.75,1177.25,1240.0,50882.0,96146.0
2011-12-01,1237.25,1245.0,1229.75,1237.75,16684.0,102356.0
2011-12-02,1237.25,1257.0,1234.25,1237.5,52313.0,142756.0
2011-12-05,1243.0,1260.25,1243.0,1249.0,42777.0,172440.0
2011-12-06,1247.75,1259.75,1239.5,1249.0,71529.0,223483.0
2011-12-07,1249.25,1262.25,1238.25,1258.25,280631.0,413410.0
2011-12-08,1257.75,1266.0,1224.75,1230.25,1282789.0,831476.0
2011-12-09,1229.75,1254.75,1222.75,1253.0,2410241.0,1205923.0
2011-12-12,1250.25,1254.5,1220.0,1229.25,2578512.0,1669560.0
2011-12-13,1229.25,1244.0,1212.5,1220.25,3108499.0,2113495.0
2011-12-14,1219.75,1226.5,1202.5,1206.25,2855128.0,2371298.0
2011-12-15,1206.25,1220.5,1198.0,1211.75,2299656.0,2469690.0
2011-12-16,1212.25,1225.0,1208.25,1211.0,2189561.0,2511559.0
2011-12-19,1212.0,1219.75,1195.5,1199.0,1683745.0,2532031.0
2011-12-20,1199.0,1237.25,1198.75,1236.0,1825749.0,2554237.0
2011-12-21,1236.0,1249.0,1223.0,1236.25,1986543.0,2567911.0
2011-12-22,1236.0,1251.0,1232.25,1249.0,1333614.0,2587797.0
2011-12-23,1249.5,1260.75,1248.75,1260.25,693965.0,2594367.0
2011-12-27,1260.5,1264.0,1256.0,1260.25,508261.0,2599518.0
2011-12-28,1260.0,1264.5,1243.0,1244.5,1013536.0,2598919.0
2011-12-29,1244.0,1258.5,1243.75,1257.5,878740.0,2603862.0
2011-12-30,1256.75,1260.5,1250.75,1252.5,692364.0,2609084.0
2012-01-03,1274.75,1280.0,1270.25,1272.0,1565370.0,2658349.0
2012-01-04,1272.0,1274.75,1262.75,1273.0,1419339.0,2560482.0
2012-01-05,1273.25,1278.0,1259.75,1273.0,1819520.0,2580006.0
2012-01-06,1273.25,1282.25,1266.75,1274.25,1691991.0,2571183.0
2012-01-09,1274.75,1277.75,1267.25,1275.5,1438170.0,2579341.0
2012-01-10,1275.0,1292.0,1274.5,1286.0,1531383.0,2578611.0
2012-01-11,1286.0,1289.5,1279.25,1288.25,1800297.0,2597783.0
2012-01-12,1288.25,1297.5,1280.75,1291.75,1755528.0,2593643.0
2012-01-13,1292.0,1295.0,1272.75,1289.0,2115831.0,2613916.0
2012-01-17,1285.25,1302.5,1281.25,1289.25,1837834.0,2608231.0
2012-01-18,1289.0,1304.25,1286.5,1302.25,2008751.0,2645203.0
2012-01-19,1302.75,1311.5,1299.25,1310.5,1837168.0,2656811.0
2012-01-20,1310.0,1311.75,1304.75,1310.75,1420429.0,2659069.0
2012-01-23,1307.5,1318.25,1305.0,1311.0,1609178.0,2654751.0
2012-01-24,1311.25,1311.75,1301.5,1311.5,1478167.0,2649002.0
2012-01-25,1311.25,1324.75,1303.0,1320.25,1973502.0,2687268.0
2012-01-26,1320.75,1329.75,1309.25,1315.25,2012742.0,2700924.0
2012-01-27,1314.75,1319.25,1307.0,1312.5,1730821.0,2630855.0
2012-01-30,1314.0,1314.5,1296.0,1309.0,1710571.0,2641729.0
2012-01-31,1309.0,1317.5,1302.25,1308.25,1894426.0,2672094.0
2012-02-01,1307.75,1327.0,1303.75,1319.75,1904608.0,2680101.0
2012-02-02,1320.25,1326.0,1317.0,1322.75,1357576.0,2649993.0
2012-02-03,1322.75,1342.0,1320.0,1339.0,1710648.0,2669758.0
2012-02-06,1336.5,1340.5,1330.25,1339.0,1196876.0,2662818.0
2012-02-07,1339.0,1345.75,1331.75,1344.75,1498861.0,2660225.0
2012-02-08,1344.25,1348.25,1338.25,1347.0,1540962.0,2663724.0
2012-02-09,1347.0,1352.75,1340.75,1348.25,1755116.0,2681372.0
2012-02-10,1348.0,1348.25,1333.75,1340.5,1713982.0,2694896.0
2012-02-13,1347.25,1352.25,1342.75,1349.0,1235174.0,2652514.0
2012-02-14,1349.25,1352.0,1337.75,1347.75,1739688.0,2684468.0
2012-02-15,1347.5,1358.0,1338.0,1342.25,2282387.0,2688692.0
2012-02-16,1341.75,1357.25,1334.25,1354.75,1962084.0,2693762.0
2012-02-17,1354.75,1361.25,1353.0,1359.75,1250939.0,2705934.0
2012-02-21,1366.75,1369.5,1355.75,1360.0,1584418.0,2723429.0
2012-02-22,1359.75,1364.0,1353.0,1356.0,1439240.0,2709926.0
2012-02-23,1356.0,1363.75,1350.25,1363.0,1602052.0,2715233.0
2012-02-24,1363.0,1368.5,1361.5,1363.25,1165825.0,2723016.0
2012-02-27,1363.25,1370.75,1353.0,1367.25,1662699.0,2733319.0
2012-02-28,1367.25,1373.75,1364.5,1371.5,1540432.0,2736498.0
2012-02-29,1371.25,1377.25,1356.75,1364.5,2280683.0,2767710.0
2012-03-01,1362.25,1375.25,1358.75,1374.5,1966089.0,2782610.0
2012-03-02,1374.5,1377.0,1365.0,1368.75,1458860.0,2785199.0
2012-03-05,1367.25,1369.5,1358.0,1364.5,1535936.0,2757168.0
2012-03-06,1364.0,1365.75,1338.5,1342.0,2450910.0,2737111.0
2012-03-07,1341.5,1354.25,1341.25,1352.75,1893777.0,2624143.0
2012-03-08,1352.75,1368.5,1350.5,1366.5,1832191.0,2179740.0
2012-03-09,1366.25,1374.5,1363.25,1372.5,1063406.0,1854247.0
2012-03-12,1372.75,1372.75,1366.0,1372.5,905373.0,1375654.0
2012-03-13,1372.5,1397.0,1371.5,1396.25,1026961.0,946449.0
2012-03-14,1396.5,1399.75,1390.0,1394.25,511161.0,787821.0
2012-03-15,1394.0,1403.0,1390.5,1401.75,354750.0,703075.0
2012-03-16,1401.5,1406.25,1400.0,1405.11,48062.0,675598.0
